Id;Marca;Tipo;Capacidad_GB;Velocidad_MHz;Latencia_CAS;Voltaje;RGB;Modulos;Disipador;Precio_USD
1969;Samsung;DDR5;8;7672;35;1,17;False;1;Standard;176,82
1970;Crucial;DDR4;64;3064;19;1,26;True;1;High-End;182,31
1971;Samsung;DDR4;128;3720;17;1,43;True;2;High-End;273,36
1972;Corsair;DDR4;16;3406;20;1,16;False;4;High-End;137,95
1973;Kingston;DDR5;16;7594;32;1,32;False;1;Standard;195,01
1974;Kingston;DDR4;128;2454;22;1,31;False;2;None;239,73
1975;Crucial;DDR5;8;6742;38;1,20;True;2;None;171,50
1976;Teamgroup;DDR5;8;7870;34;1,28;False;4;Standard;205,28
1977;Corsair;DDR5;16;7019;30;1,45;False;2;Standard;200,95
1978;Corsair;DDR5;64;4988;32;1,22;False;2;High-End;260,83
1979;G,Skill;DDR4;8;2680;15;1,41;True;4;Standard;130,04
1980;Kingston;DDR5;64;6400;34;1,11;True;4;High-End;296,33
1981;Samsung;DDR4;128;3515;18;1,29;False;1;None;248,22
1982;Samsung;DDR5;8;5292;30;1,37;False;1;None;155,84
1983;Samsung;DDR5;32;6504;35;1,29;False;4;Standard;227,38
1984;Kingston;DDR5;8;4833;38;1,10;True;1;High-End;156,28
1985;G,Skill;DDR4;64;3735;19;1,17;True;1;Standard;181,68
1986;Corsair;DDR4;32;2585;22;1,29;False;2;High-End;135,58
1987;Samsung;DDR5;16;7154;33;1,28;True;2;High-End;212,53
1988;Crucial;DDR4;64;3167;22;1,19;False;1;High-End;172,64
1989;Kingston;DDR5;128;5274;34;1,43;True;2;None;358,14
1990;Corsair;DDR4;16;3236;19;1,10;False;4;Standard;132,09
1991;Corsair;DDR5;16;7109;35;1,38;False;1;High-End;191,80
1992;Corsair;DDR5;64;4821;38;1,35;True;1;Standard;238,77
1993;Corsair;DDR5;32;6684;31;1,34;True;2;High-End;237,43
1994;Crucial;DDR4;32;3755;21;1,11;False;1;None;130,44
1995;Samsung;DDR5;16;5383;38;1,19;False;1;None;153,58
1996;Kingston;DDR4;16;3183;18;1,41;True;1;High-End;127,16
1997;Crucial;DDR4;16;3144;17;1,19;False;1;None;112,35
1998;G,Skill;DDR4;128;2612;14;1,17;True;2;None;259,00
1999;Samsung;DDR5;8;7479;30;1,26;False;1;High-End;192,96
2000;Teamgroup;DDR5;8;6589;37;1,38;True;1;High-End;177,27
